"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","17210887","Atp6v1h","108664","ATPase, H+ transporting, lysosomal V1 subunit H",-0.463021070282144,7.89733033545432,-1.64961928478374,0.12658650454598,0.538520645535218,-4.93210927776965
"2","17210984","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",-0.0657772046546228,8.66351715583246,-0.280287671786831,0.784334705984937,0.934251184155996,-6.15857397728038
"3","17211131","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.0928311292161688,8.78830145129257,0.406062314160739,0.692299958080682,0.897482838347208,-6.11398162305593
"4","17211174","A830018L16Rik","320492","RIKEN cDNA A830018L16 gene",-0.047771168431888,5.09580817057072,-0.101539304714697,0.920906304433238,0.979655919715359,-6.1940803452596
"5","17211258","Rdh10","98711","retinol dehydrogenase 10 (all-trans)",0.197628290910287,6.23830917614575,0.755535828021432,0.465424671768378,0.787730816275921,-5.90887976048479
"6","17211286","Ly96","17087","lymphocyte antigen 96",-0.217879657213519,8.43903441373474,-0.385687742133284,0.706908488159916,0.901992352594163,-6.12228788616654
"7","17211396","Tmem14a","75712","transmembrane protein 14A",-0.397651916573811,3.49858401007631,-0.981063097458938,0.347152119851362,0.71996982236421,-5.71783265249613
"8","17211405","Gsta3","14859","glutathione S-transferase, alpha 3",-0.426427558027897,4.86711900598082,-0.812620214476572,0.433265551761481,0.774067512102952,-5.86463824115683
"9","17211700","Imp4","27993","IMP4, U3 small nucleolar ribonucleoprotein",0.0165516548829636,8.60090331368295,0.0878668356404605,0.931524315741683,0.983204153692395,-6.1954319632403
"10","17211713","Ptpn18","19253","protein tyrosine phosphatase, non-receptor type 18",-0.274520642450513,4.54839030979131,-0.927505564522519,0.373100307642588,0.734117033087193,-5.76707266441444
"11","17211774","Plekhb2","226971","pleckstrin homology domain containing, family B (evectins) member 2",-0.458540622227621,7.28708916065476,-1.89037846025541,0.0846842128042278,0.470154502105299,-4.58786755109211
"12","17211790","Hs6st1","50785","heparan sulfate 6-O-sulfotransferase 1",0.155908944340068,7.71911374788877,0.533701194763901,0.603914451894321,0.856466161081843,-6.05259826580723
"13","17211795","Arid5a","214855","AT rich interactive domain 5A (MRF1-like)",0.623323470355217,4.73780688747631,0.916638781817109,0.378528282608058,0.736728662114083,-5.77677693204888
"14","17211822","Cnnm4","94220","cyclin M4",0.15865346439764,4.97763894160967,0.491630433679609,0.632415078358284,0.866786400081023,-6.07459619997905
"15","17211832","Cnnm3","94218","cyclin M3",-0.361801415481046,5.67686230727688,-1.68978262170258,0.118509395144986,0.524234898892907,-4.87649931353111
"16","17211850","Cox5b","12859","cytochrome c oxidase subunit 5B",-0.4658414318523,4.91606663458306,-1.36337576443997,0.199377590709495,0.611308170628014,-5.30362681725374
"17","17211857","4933424G06Rik","71166","RIKEN cDNA 4933424G06 gene",-0.376657415276478,2.09012022973523,-0.801359983412769,0.439491269886964,0.779006867748029,-5.87359209605208
"18","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",-0.475531839705949,2.75015709477082,-1.44070198567087,0.176866746532428,0.588715040511534,-5.20786760059236
"19","17211990","Lipt1","623661","lipoyltransferase 1",0.242843817006532,5.84482574712625,0.885083636114573,0.394602131333396,0.747808845836429,-5.80439956684427
"20","17212018","Eif5b","226982","eukaryotic translation initiation factor 5B",-0.00940978454981423,6.16688809896978,-0.0447421382450959,0.965095746284658,0.99231098315415,-6.19841788471619
"21","17212087","Npas2","18143","neuronal PAS domain protein 2",-0.254364561096758,4.33277556010315,-0.828263370527284,0.424713351655244,0.770063123344351,-5.85201604521834
"22","17212174","Il1r2","16178","interleukin 1 receptor, type II",0.684654467012979,3.56702957848417,1.40786674572175,0.186149728556431,0.600433204050179,-5.24897398276932
"23","17212185","Il1r1","16177","interleukin 1 receptor, type I",0.287277969466744,6.86150618329913,0.583520760668945,0.571035288066458,0.839081064182267,-6.02434009477262
"24","17212199","Il1rl2","107527","interleukin 1 receptor-like 2",-0.156850114007317,5.21823996002505,-0.481733633997583,0.63921331475472,0.869622217671669,-6.07952047644688
"25","17212286","Slc9a2","226999","solute carrier family 9 (sodium/hydrogen exchanger), member 2",0.372638298323243,1.9476399382376,0.877673769168102,0.398443883062338,0.749775115445958,-5.8107649098808
"26","17212346","AI597479","98404","expressed sequence AI597479",-0.915485723511238,5.5604986102752,-3.1860703290806,0.00842244650418251,0.210688092560546,-2.47866958366943
"27","17212406","Bivm","246229","basic, immunoglobulin-like variable motif containing",-0.570723923457105,5.52673842991199,-1.82813753807172,0.0940972903837496,0.484605198048702,-4.67925165586478
"28","17212442","Gulp1","70676","GULP, engulfment adaptor PTB domain containing 1",-0.286901402513271,7.00548027375822,-0.964992819204072,0.354797808839787,0.724622056205865,-5.73285190385764
"29","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",-0.0682355355948072,8.83186523049355,-0.222642769671207,0.827796991079101,0.949081143466547,-6.17362901791393
"30","17212813","Mstn","17700","myostatin",0.664715230172145,2.15879104818128,0.513881338568271,0.617259799524118,0.861859519077106,-6.06317586480506
"31","17212821","Ormdl1","227102","ORM1-like 1 (S. cerevisiae)",-0.596010173420859,5.85487693441151,-2.54910793453863,0.0265941669556633,0.316853025714619,-3.54777055146894
"32","17212874","Coq10b","67876","coenzyme Q10B",0.300754168774688,8.91581651838081,1.1347291602547,0.280045633418983,0.679379588447235,-5.56402382489906
"33","17212882","Hspe1","15528","heat shock protein 1 (chaperonin 10)",-0.547611929350364,7.61255275646048,-2.5072577526653,0.0286695925342089,0.328658295554242,-3.61672548281187
"34","17212931","1700066M21Rik","73467","RIKEN cDNA 1700066M21 gene",0.0659254382805123,5.59491113774423,0.210004976234798,0.837411947784284,0.953065590836118,-6.17647286368824
"35","17212982","Aox1","11761","aldehyde oxidase 1",0.178012777032541,7.21162390743395,0.584279558055879,0.570542071686679,0.838990168420305,-6.02389135404879
"36","17213139","Bzw1","66882","basic leucine zipper and W2 domains 1",0.046924308206636,9.84457965499911,0.200911872814671,0.844347304621629,0.955169934561304,-6.17841710522537
"37","17213213","Casp8","12370","caspase 8",0.316880725642743,8.58499180193764,1.40102761903717,0.188133967917978,0.60176638827909,-5.25745422951845
"38","17213226","Stradb","227154","STE20-related kinase adaptor beta",-0.0413799296860571,6.72797226275894,-0.168139684853932,0.869452690357349,0.96355257125752,-6.18471496458245
"39","17213295","Nop58","55989","NOP58 ribonucleoprotein",0.36204720732066,6.44608822150627,0.770585699406887,0.45680215560302,0.785638070181178,-5.89749529886265
"40","17213349","Carf","241066","calcium response factor",-0.192269473480395,5.37066272370369,-0.788973529697898,0.446406809156046,0.783158067175445,-5.88331328830817
"41","17213446","Abi2","329165","abl interactor 2",-0.220404042260653,6.28003503142811,-0.99008248302806,0.342913576325974,0.716214706216663,-5.70931232960408
"42","17213598","Zdbf2","73884","zinc finger, DBF-type containing 2",0.360001005850818,3.0664202706592,1.1715362278112,0.265554466109815,0.665773643129116,-5.52455039699413
"43","17213645","Fastkd2","75619","FAST kinase domains 2",0.0329019597734126,4.7632131994514,0.0958272671642212,0.925340434928254,0.980422516499065,-6.19466871227618
"44","17213687","Ccnyl1","227210","cyclin Y-like 1",-0.117093954272345,6.65799774314059,-0.452730007440699,0.659334003118948,0.879727254776561,-6.09339792321487
"45","17213770","Map2","17756","microtubule-associated protein 2",0.291198441506941,3.81583346282423,1.26974149765976,0.229766735593059,0.640708825875059,-5.41454401367501
"46","17213990","Atic","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase",-0.0843195686223428,7.74867360180009,-0.361984036555187,0.724059515488011,0.908382557057094,-6.1314274706917
"47","17214053","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",0.295399786015987,4.96631714255481,1.21402065687808,0.249565749250212,0.654815295616635,-5.47778304845321
"48","17214100","Rpl37a","19981","ribosomal protein L37a",0.16538685748209,2.15554826579991,0.592047227327387,0.565506423759624,0.83709067730177,-6.01926621702545
"49","17214126","Rufy4","435626","RUN and FYVE domain containing 4",-0.445066481054985,4.3184574244939,-1.25034865639317,0.236508906989642,0.645425269643969,-5.43679388006122
"50","17214142","Cxcr2","12765","chemokine (C-X-C motif) receptor 2",-0.655130931623826,2.76993714681856,-0.880529774883014,0.396960119401574,0.748653405453653,-5.80831698420005
"51","17214162","Gpbar1","227289","G protein-coupled bile acid receptor 1",0.952513194621282,2.84553041153701,2.85396929822876,0.0153442956705297,0.252920805755765,-3.0391570007447
"52","17214166","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",0.0682263017484175,7.77933165269726,0.285321823418211,0.780572834601364,0.933328379077656,-6.15709751779143
"53","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",-0.375525287874207,6.03639857581216,-0.847080639698753,0.414575547551079,0.761904982664739,-5.83655245061188
"54","17214341","Ttll4","67534","tubulin tyrosine ligase-like family, member 4",-0.0952062474012658,6.00850091562622,-0.283069199723817,0.782255437171857,0.93338991860341,-6.15776138804776
"55","17214449","Stk16","20872","serine/threonine kinase 16",0.262648019714891,8.46608669218952,0.937367341903613,0.368221989218599,0.731034711982143,-5.75818160492387
"56","17214462","Dnajb2","56812","DnaJ heat shock protein family (Hsp40) member B2",-0.62720498485414,6.08945985044555,-2.20501716333358,0.0490874740284024,0.386018074064323,-4.10506408207634
"57","17214476","Des","13346","desmin",-0.206326888805078,9.61990027660164,-0.417113986685401,0.684429611368389,0.892172471670472,-6.10930264368663
"58","17214487","Speg","11790","SPEG complex locus",-0.234277201491587,4.52153090628605,-0.547080843996134,0.594989559500801,0.85175762504592,-6.04524311223229
"59","17214672","Mogat1","68393","monoacylglycerol O-acyltransferase 1",0.0697454487529989,3.45870985550338,0.223488717074859,0.82715441428935,0.949081143466547,-6.17343277685131
"60","17214711","Kcne4","57814","potassium voltage-gated channel, Isk-related subfamily, gene 4",0.894421542652546,4.58602302577869,2.1912108722693,0.0502947165497917,0.390563131933608,-4.12687792135791
"61","17214759","Rhbdd1","76867","rhomboid domain containing 1",-0.0170162333148767,7.24129383731195,-0.0703384980570791,0.945156805745942,0.987533168771104,-6.19687967543415
"62","17214841","Agfg1","15463","ArfGAP with FG repeats 1",0.278888922134383,9.42434540636994,1.29267751434046,0.221994307356137,0.633095273169242,-5.38790360258389
"63","17214857","Ccl20","20297","chemokine (C-C motif) ligand 20",0.378178942912271,2.1736724271259,0.92143669518376,0.37612492903453,0.735732135741361,-5.77250433131624
"64","17214924","Sp140","434484","Sp140 nuclear body protein",-0.176815260811608,3.27556961751181,-0.262973562383614,0.797316289435916,0.938563331554424,-6.16345410811845
"65","17215222","Eif4e2","26987","eukaryotic translation initiation factor 4E member 2",0.0558217519489075,8.0508577247705,0.262528685301685,0.797650705856745,0.938563331554424,-6.16357545517251
"66","17215309","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",-0.899196109316146,5.66510130482853,-3.58194163720116,0.00414586448007177,0.184665032375716,-1.81224105903809
"67","17215395","Dgkd","227333","diacylglycerol kinase, delta",0.0908817662712362,8.5124086111605,0.297440593746292,0.771540951155131,0.927634157523599,-6.15343709372141
"68","17215605","Ackr3","12778","atypical chemokine receptor 3",1.20765021888983,7.85763254862178,4.59246761498254,0.000727267604074433,0.0848721293954863,-0.175365575812195
"69","17215612","Cops8","108679","COP9 signalosome subunit 8",-0.176617496172307,8.00583417690703,-0.88223947906101,0.396073703322327,0.748075025495258,-5.80684827657495
"70","17215647","Prlh","623503","prolactin releasing hormone",0.823836301398475,2.54260168006362,2.05641087720269,0.0636564164508078,0.42324522457739,-4.33704775207173
"71","17215650","Lrrfip1","16978","leucine rich repeat (in FLII) interacting protein 1",-0.493035836787612,5.17670985314756,-1.63936182731485,0.128725969783213,0.541213409227308,-4.94618536053066
"72","17215697","Ramp1","51801","receptor (calcitonin) activity modifying protein 1",-0.589720262313815,2.60324826302401,-1.24140123930776,0.23967279107535,0.648315646268848,-5.44697346718156
"73","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",-0.333652842090263,5.39389962630756,-1.28523219747576,0.224493562236814,0.634449397866067,-5.39658975113521
"74","17215750","Klhl30","70788","kelch-like 30",-0.345137626450291,2.65919066427854,-0.656944678661457,0.524404309755327,0.819101049438172,-5.9784020990561
"75","17215773","Traf3ip1","74019","TRAF3 interacting protein 1",-0.456296912042321,4.27830425107707,-1.174594352433,0.264377325612545,0.665168741866398,-5.52122674859709
"76","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",0.781674021205336,2.98609772371487,1.00592809241613,0.335558503053098,0.712573404086659,-5.69418652283242
"77","17215813","Or9s15","258483","olfactory receptor family 9 subfamily S member 15",1.11077368570349,2.99647614539505,2.15198961825571,0.0538801345584536,0.397314157085941,-4.18856778110265
"78","17215820","Gpc1","14733","glypican 1",-0.366618590548433,5.23901633462784,-0.826654589398718,0.425587676538925,0.770362753167808,-5.85332393183721
"79","17215834","Dusp28","67446","dual specificity phosphatase 28",-0.314458770633492,5.64758273920915,-0.775497452324837,0.454010289578676,0.785441895151494,-5.89373626232211
"80","17215839","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",-0.27407673415359,7.93878855640956,-1.36616614154356,0.198525561976143,0.610646628429516,-5.30023514848795
"81","17216133","Gal3st2c","619597","galactose-3-O-sulfotransferase 2C",-0.666164184925414,2.24683478858575,-2.26801643689075,0.043920991479747,0.373013200455045,-4.00491032156964
"82","17216353","Zcchc2","227449","zinc finger, CCHC domain containing 2",0.210453330376321,7.33126421132126,0.568216073738499,0.581032337724459,0.84467764752535,-6.03327396428806
"83","17216373","Phlpp1","98432","PH domain and leucine rich repeat protein phosphatase 1",-0.279570797533264,6.96675459638086,-0.937681047880814,0.368067552561517,0.731034711982143,-5.7578974663489
"84","17216563","Nifk","67949","nucleolar protein interacting with the FHA domain of MKI67",-0.00750429930268925,7.39023920846142,-0.0167085571190872,0.986961239933216,0.997042734593198,-6.19931765968017
"85","17216638","Tmem185b","226351","transmembrane protein 185B",-0.167998080514397,6.09681978870536,-0.608601236221165,0.554856353192325,0.832582535993332,-6.00921865995353
"86","17216642","Sctr","319229","secretin receptor",-0.146390872755017,7.13500019423996,-0.333592413932513,0.744811172097522,0.918536027081863,-6.14162927900049
"87","17216836","R3hdm1","226412","R3H domain containing 1",-0.0816568231397401,8.60053843678871,-0.269726943537301,0.79224497442969,0.936537566004303,-6.16158711525352
"88","17216870","Ubxn4","67812","UBX domain protein 4",-0.592261717869929,8.28793602983438,-2.96356311514385,0.0125862182258892,0.230526789307701,-2.85453688961762
"89","17216937","Yod1","226418","YOD1 deubiquitinase",-0.0117715756843051,5.59811267555193,-0.0422182177239285,0.967063396903964,0.992777602714002,-6.19853251394702
"90","17217116","Rab29","226422","RAB29, member RAS oncogene family",-0.229130555465679,5.89938747497503,-0.607024597636941,0.555865867560161,0.832771387801026,-6.01018676898895
"91","17217182","Nuak2","74137","NUAK family, SNF1-like kinase, 2",-0.224599309064709,3.60678019644064,-0.520146329528532,0.613025487531432,0.85882442250802,-6.05987345688472
"92","17217216","Rbbp5","213464","retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit",-0.323823005542155,7.21153652733298,-1.12408155377688,0.284349812189237,0.68038713148401,-5.57525849668109
"93","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",-0.235839769659686,4.83710214996416,-1.09917012191926,0.294618528689939,0.684858321382632,-5.60121553077862
"94","17217283","Ppp1r15b","108954","protein phosphatase 1, regulatory subunit 15B",0.0893899181326034,9.72848466070326,0.349913654414039,0.732854833933263,0.912702795197707,-6.13586416302698
"95","17217291","Plekha6","240753","pleckstrin homology domain containing, family A member 6",-0.197311537310004,3.37268234842484,-0.568211704558028,0.581035204950894,0.84467764752535,-6.03327648282002
"96","17217415","Mybph","53311","myosin binding protein H",-0.308536459481055,4.28571969130951,-0.430526290212172,0.674930359859401,0.887922027516587,-6.10346091999352
"97","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",-0.265332304790872,2.16468654308,-0.703125687629822,0.496245162745887,0.80343799240351,-5.94693936443271
"98","17217566","Ptpn7","320139","protein tyrosine phosphatase, non-receptor type 7",-0.749890067786702,3.06775981694504,-1.67161380035488,0.122104750229168,0.530909998202084,-4.90175241721401
"99","17217619","Phlda3","27280","pleckstrin homology like domain, family A, member 3",-0.347567760127692,9.61306830313325,-1.40250282875882,0.187704470022806,0.601513503606155,-5.25562743247122
"100","17217625","Tnni1","21952","troponin I, skeletal, slow 1",-0.93946959576816,3.77450073789962,-0.778431267332566,0.452347925582333,0.785441895151494,-5.89148078087669
"101","17217666","Tmem9","66241","transmembrane protein 9",-0.0275767575824233,6.11192246378528,-0.0894425199149905,0.930299894046354,0.98265084034753,-6.19528612880554
"102","17217678","Cacna1s","12292","calcium channel, voltage-dependent, L type, alpha 1S subunit",-0.480309506547885,5.27104643720988,-0.2513935675237,0.806034629528999,0.941583996656999,-6.16654661205869
"103","17217777","Ddx59","67997","DEAD box helicase 59",-0.043231922780854,4.77142256808601,-0.188372523661224,0.853933576659999,0.95747548420659,-6.18095806791718
"104","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",1.16932190499374,7.07388661300447,1.71443346543718,0.113782244238425,0.517877843316077,-4.84198667383683
"105","17218027","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",0.0104698185764134,7.01282319612501,0.0411617189461673,0.967887112814684,0.992777602714002,-6.19857852213392
